#,"By agreeing to take part in this survey, you confirm that you have read, understood and agreed with the following statements. Please note that this survey will skip to the end if you disagree to take part: 
pypfatmby512nd1lnwapy1uwbjhcb71h,1,Female,30 to 34,No,"Living with other adults that are non-family members, such as friends/ flatmates",9,Better,Some of the time,Hardly ever or never,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,No,Never,Almost every month,Never,0,,0,0,0,1,0,0,0,0,0,Marginal fuel-security,1,1 or 2 months,Never,Some months but not every month,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",1449909,2022-11-22 20:06:00,2022-11-22 20:08:00,1.999999996041879,2022-11-22 00:00:00,1,E09000013,E02000379,8,Working full-time,True,False,False,32.0,48400.0,1,0,2,0,0.5,2,0,1.0,0.0,1.0,113.59740385755715,Secure,Insecure,0.0,0.0,0.0,Hammersmith and Fulham,4,4.0,4.741425150076017,Highest,4
q0k5ppwvsf4oekhyq0k5l56xwqey0zbt,1,Female,20 to 24,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9,The same,Hardly ever or never,Hardly ever or never,To a large extent,Tend to disagree,,,,,None of the above,,Sometimes true,Never true,Never true,No,,No,No,No,No,,1.0,0,0,0.0,,0.0,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,Marginal food security,Owning the house outright,,Don't know,Yes,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,,Never,,Working part-time,,,,,,,"Less than £14,900 p.a.",1318413,2022-11-22 16:10:00,2022-11-22 16:14:00,4.000000002561137,2022-11-22 00:00:00,1,E09000032,E02000951,6,Working part-time,False,False,True,22.0,12000.0,0,0,2,1,0.0,2,1,1.5,1.0,0.0,75.0126002708299,Insecure,Secure,0.0,0.0,0.0,Wandsworth,2,1.0,4.33089911958142,Low-medium,2
q0kxu9o9t0yulj667pl9lq0kxu9o5aa8,1,Male,35 to 39,Yes,Living with partner/ spouse (NO children or children have left home),6,Worse,Hardly ever or never,Often,To some extent,Tend to disagree,,Neighbours,,Community or faith group,,,Often true,Never true,Never true,No,,No,No,No,No,,1.0,0,0,0.0,,0.0,0.0,0.0,0.0,,1,,,,,,,,,,,,,,,,,,,,Marginal food security,Renting from private landlord,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Some months but not every month,Almost every month,Never,,,,,,,,Self employed,"£14,901- £24,300 p.a.",5895776,2022-11-27 13:23:00,2022-11-27 13:29:00,5.999999998603016,2022-11-27 00:00:00,1,E09000019,E02000568,3,Not specified,True,False,False,37.0,19600.0,0,2,1,1,1.0,1,1,1.0,1.0,0.0,127.4397296829604,Insecure,Secure,0.0,0.0,0.0,Islington,5,2.0,4.855459764601848,Highest,4
q0qiblo8tfu7vd1aq0qiumpppb2wbkiw,1,Female,40 to 44,No,Living on my own (NO children or children have left home),10,The same,Hardly ever or never,Hardly ever or never,To some extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,No,Never,1 or 2 months,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,,Working part-time,,,,,,,"Less than £14,900 p.a.",5077128,2022-11-22 18:32:00,2022-11-22 18:35:00,2.999999999301508,2022-11-22 00:00:00,1,E09000013,E02000390,8,Working part-time,True,False,False,42.0,12000.0,0,0,1,0,0.0,1,0,0.5,0.0,0.0,113.59740385755715,Secure,Secure,0.0,0.0,0.0,Hammersmith and Fulham,6,1.0,4.741425150076017,Highest,4
q107r2xz8t1b0nfyy2ocq10kdln2wixb,1,Female,35 to 39,No,Living on my own (NO children or children have left home),8,Better,Some of the time,Some of the time,To some extent,Tend to agree,,Neighbours,,,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,C,No,1 or 2 months,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,1 or 2 months,Never,Working full-time,,,,,,,,"£24,301- £37,900 p.a.",363260,2022-11-22 15:36:00,2022-11-22 15:40:00,4.000000002561137,2022-11-22 00:00:00,1,E09000032,E02000938,4,Working full-time,False,False,True,37.0,31100.0,1,1,1,2,1.0,1,2,1.5,0.0,0.0,75.0126002708299,Secure,Secure,0.0,0.0,0.0,Wandsworth,5,3.0,4.33089911958142,Low-medium,2
q1ryt39cl60k8xygc13bq1ryyai3jtl8,1,Male,25 to 29,Prefer not to say,Living with partner/ spouse (NO children or children have left home),4,Worse,Some of the time,Some of the time,To some extent,Tend to disagree,,,,,None of the above,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,No,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,0.0,1.0,,8,,,,,,,,,,,,,,,,,,,,Very low food security,Owning the house outright,,D,Don't know,Some months but not every month,Some months but not every month,Some months but not every month,1,0.0,0,0,1,1,1,1,0,0,0,Low fuel-security,3,Some months but not every month,,Some months but not every month,,Working part-time,,,,,,,Prefer not to say,4495168,2022-11-22 16:29:00,2022-11-22 16:32:00,2.999999999301508,2022-11-22 00:00:00,1,E09000019,E02000560,5,Working part-time,False,False,True,27.0,,1,1,1,1,1.0,1,1,1.0,1.0,1.0,127.4397296829604,Insecure,Insecure,1.0,1.0,0.0,Islington,3,,4.855459764601848,Highest,4
q27t5b7febrog0j9i9woq27t5n73twfn,1,Female,30 to 34,Prefer not to say,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9,The same,Some of the time,Some of the time,To some extent,Tend to agree,Foodbank,,Close family or friends,,,,Sometimes true,Often true,Often true,Yes,Almost every month,Yes,Yes,No,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,0.0,1.0,,8,,,,,,,,,,,,,,,,,,,,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Almost every month,Almost every month,Almost every month,1,28.0,0,0,1,1,1,1,0,0,0,Low fuel-security,3,Almost every month,Almost every month,Almost every month,,,,,Not working- looking after house/ children,,,,"Less than £14,900 p.a.",2174077,2022-11-22 15:32:00,2022-11-22 15:36:00,4.000000002561137,2022-11-22 00:00:00,1,E09000006,E02000140,2,Not working- looking after house/ children,False,True,False,32.0,12000.0,1,1,1,2,1.0,1,2,1.5,1.0,1.0,69.34413947690096,Insecure,Insecure,1.0,1.0,0.0,Bromley,4,1.0,4.253399474857929,Lowest,1
q2ka1bajb2f72jq2ka18z0jb2r1623pd,1,Female,45 to 49,No,Living with partner/ spouse (NO children or children have left home),8,The same,Some of the time,Hardly ever or never,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,C,Yes,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,Never,Never,,,,,Not working- looking after house/ children,,,,Prefer not to say,3782853,2022-11-22 15:48:00,2022-11-22 15:53:00,5.000000005820766,2022-11-22 00:00:00,1,E09000032,E02000931,9,Not working- looking after house/ children,False,False,True,47.0,,1,0,1,1,0.5,1,1,1.0,0.0,0.0,75.0126002708299,Secure,Secure,0.0,0.0,0.0,Wandsworth,7,,4.33089911958142,Low-medium,2
q4wawe1rwuxzehq4wawbq17of35n7xfe,1,Male,25 to 29,No,"Living with other adults that are non-family members, such as friends/ flatmates",6,Better,Often,Some of the time,To a large extent,Tend to disagree,,,Close family or friends,,,OLIO + leftover food from work,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,Don't know,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,,Working part-time,,,,,,,Prefer not to say,88326,2022-12-03 13:51:00,2022-12-03 13:55:00,4.000000002561137,2022-12-03 00:00:00,1,E09000017,E02000509,8,Working part-time,True,False,False,27.0,,2,1,2,1,1.5,2,1,1.5,0.0,0.0,77.02625332106763,Secure,Secure,0.0,0.0,0.0,Hillingdon,3,,4.357045351098229,Low-medium,2
q6a4rskdi2i4qemq6aen5u9jnkf50hrp,1,Male,35 to 39,Prefer not to say,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,Worse,Often,Some of the time,To some extent,Tend to disagree,,,,Community or faith group,,,Sometimes true,Sometimes true,Sometimes true,Yes,Some months but not every month,Yes,Yes,Yes,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,9,,,,,,,,,,,,,,,,,,,,Very low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Don't know,Almost every month,Some months but not every month,Some months but not every month,0,,0,0,1,1,1,0,0,0,0,Low fuel-security,3,Some months but not every month,Almost every month,Almost every month,,,Unemployed,,,,,,"Less than £14,900 p.a.",6548321,2022-11-22 16:05:00,2022-11-22 16:09:00,4.000000002561137,2022-11-22 00:00:00,1,E09000030,E02000885,3,Unemployed,False,True,False,37.0,12000.0,2,1,1,1,1.5,1,1,1.0,1.0,1.0,106.55418799829552,Insecure,Insecure,1.0,1.0,0.0,Tower Hamlets,5,1.0,4.677994794967642,High-medium,3
q776pbykn8h68zkoisj7cq776pb2ecj8,1,Prefer not to say,35 to 39,No,Living with partner/ spouse (NO children or children have left home),6,Better,Some of the time,Some of the time,To a large extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Buying the house on a mortgage,,Don't know,Don't know,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",2754952,2022-11-22 20:10:00,2022-11-22 20:14:00,3.999999992083758,2022-11-22 00:00:00,1,E09000019,E02000564,3,Working full-time,False,False,True,37.0,68900.0,1,1,2,1,1.0,2,1,1.5,0.0,0.0,127.4397296829604,Secure,Secure,0.0,0.0,0.0,Islington,5,5.0,4.855459764601848,Highest,4
q8e7kz26twdetydm7a2cq8e7kz2dyua8,1,Female,45 to 49,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,Much better,Some of the time,Some of the time,To a large extent,Tend to agree,,Neighbours,Close family or friends,Community or faith group,,,Sometimes true,Sometimes true,Sometimes true,No,,Yes,No,Yes,No,,1.0,1,1,0.0,,1.0,0.0,1.0,0.0,,5,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,No,Some months but not every month,Some months but not every month,Some months but not every month,1,30.0,0,1,1,1,1,1,0,0,1,Low fuel-security,4,Almost every month,Almost every month,Never,,Working part-time,,,,,,,"Less than £14,900 p.a.",1325805,2022-11-23 13:27:00,2022-11-23 13:34:00,7.000000001862645,2022-11-22 00:00:00,1,E09000020,E02000592,8,Working part-time,True,False,False,47.0,12000.0,1,1,2,2,1.0,2,2,2.0,1.0,1.0,144.35898136510193,Insecure,Insecure,1.0,0.0,0.0,Kensington and Chelsea,7,1.0,4.979206416393453,Highest,4
qa2wnazgnl6qhcg56lxiqa2wnawxop00,1,Female,35 to 39,Prefer not to say,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,The same,Some of the time,Some of the time,To some extent,Tend to agree,Foodbank,,,,,,Sometimes true,Never true,Sometimes true,Yes,Almost every month,Yes,No,No,No,,1.0,0,1,1.0,1.0,1.0,0.0,0.0,0.0,,5,,,,,,,,,,,,,,,,,,,,Low food security,Buying the house on a mortgage,,E,No,1 or 2 months,Almost every month,Never,0,,0,0,0,1,0,0,0,0,0,Marginal fuel-security,1,Some months but not every month,Some months but not every month,Almost every month,,,,,Not working- looking after house/ children,,,,"Less than £14,900 p.a.",2592743,2022-11-27 13:05:00,2022-11-27 13:12:00,7.000000001862645,2022-11-27 00:00:00,1,E09000010,E02000311,5,Not working- looking after house/ children,False,False,True,37.0,12000.0,1,1,1,2,1.0,1,2,1.5,1.0,1.0,92.561372646033,Insecure,Insecure,1.0,0.0,0.0,Enfield,5,1.0,4.538617612899859,High-medium,3
qav5bbqpizufbq4jrbxyr0qav5bbqsag,1,Male,16 to 19,No,Living on my own (NO children or children have left home),8,Better,Hardly ever or never,Hardly ever or never,Not at all,Definitely agree,,,,,None of the above,,Often true,Often true,Sometimes true,No,,Yes,No,No,Yes,,1.0,1,1,0.0,,1.0,0.0,0.0,1.0,,5,,,,,,,,,,,,,,,,,,,,Low food security,Living in student accommodation/ student halls,,D,No,Almost every month,1 or 2 months,1 or 2 months,0,,0,0,1,0,0,0,0,0,0,Marginal fuel-security,1,Some months but not every month,1 or 2 months,Some months but not every month,,Working part-time,,,,,,,"Less than £14,900 p.a.",6666732,2022-12-03 13:13:00,2022-12-03 13:15:00,2.000000006519258,2022-12-03 00:00:00,1,E09000003,E02000055,5,Working part-time,False,False,False,17.5,12000.0,0,0,0,3,0.0,0,3,1.5,1.0,1.0,71.52628693518058,Insecure,Insecure,1.0,0.0,0.0,Barnet,1,1.0,4.283949074561243,Lowest,1
qceyilppoh2xrku6290dqceyilppgyio,1,Male,55 to 59,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",8,The same,Some of the time,Some of the time,To some extent,Definitely disagree,,,Close family or friends,,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,No,Never,Some months but not every month,Some months but not every month,0,,0,0,0,1,1,0,0,0,0,Low fuel-security,2,Some months but not every month,Some months but not every month,Never,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",848402,2022-11-27 14:02:00,2022-11-27 14:07:00,4.999999995343387,2022-11-27 00:00:00,1,E09000012,E02000365,3,Working full-time,True,False,False,57.0,48400.0,1,1,1,0,1.0,1,0,0.5,0.0,1.0,121.66707436399216,Secure,Insecure,0.0,0.0,0.0,Hackney,9,4.0,4.809473973114799,Highest,4
qd3x45a1pcoszr8x5erqqd3x4w6rfz91,1,Female,45 to 49,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,Better,Hardly ever or never,Some of the time,To some extent,Tend to disagree,,,,Community or faith group,,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Almost every month,Never,Some months but not every month,0,,0,0,1,0,1,0,0,0,0,Low fuel-security,2,Almost every month,Never,Almost every month,,,Unemployed,,,,,,Prefer not to say,4250443,2022-12-03 17:00:00,2022-12-03 17:09:00,8.999999997904524,2022-12-03 00:00:00,1,E09000015,E02000445,4,Unemployed,False,True,False,47.0,,0,1,1,1,0.5,1,1,1.0,0.0,1.0,61.22939835759527,Secure,Insecure,0.0,0.0,0.0,Harrow,7,,4.130827530489963,Lowest,1
qd51cb8790oncb4xfwqd510bnhup3gxp,1,Male,30 to 34,No,"Living with other adults that are non-family members, such as friends/ flatmates",8,Better,Some of the time,Hardly ever or never,To a large extent,Tend to agree,,,,,None of the above,,Sometimes true,Sometimes true,Never true,Yes,Only 1 or 2 months,No,Yes,Yes,No,,1.0,1,0,1.0,0.0,0.0,1.0,1.0,0.0,,5,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,Don't know,1 or 2 months,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,1 or 2 months,Never,Working full-time,,,,,,,,"£14,901- £24,300 p.a.",6657550,2022-11-27 20:47:00,2022-11-27 20:50:00,2.999999999301508,2022-11-27 00:00:00,1,E09000030,E02000877,3,Working full-time,True,False,False,32.0,19600.0,1,0,2,2,0.5,2,2,2.0,1.0,0.0,106.55418799829552,Insecure,Secure,0.0,0.0,0.0,Tower Hamlets,4,2.0,4.677994794967642,High-medium,3
qd8ru9cjndqr3j27hp6qd892wfzbuz26,1,Female,20 to 24,Yes,Living with partner/ spouse (NO children or children have left home),10,Better,Hardly ever or never,Some of the time,To a large extent,Definitely agree,Foodbank,Neighbours,Close family or friends,,,,Often true,Often true,Sometimes true,Yes,Almost every month,Yes,Yes,No,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,0.0,1.0,,8,,,,,,,,,,,,,,,,,,,,Very low food security,Renting from private landlord,,Don't know,No,Some months but not every month,Some months but not every month,Never,0,,0,0,1,1,0,0,0,0,0,Low fuel-security,2,Never,Never,Never,,,Unemployed,,,,,,Prefer not to say,3280962,2022-11-22 15:38:00,2022-11-22 15:43:00,5.000000005820766,2022-11-22 00:00:00,1,E09000007,E02000170,4,Unemployed,True,False,False,22.0,,0,1,2,3,0.5,2,3,2.5,1.0,1.0,161.7785752076001,Insecure,Insecure,1.0,1.0,0.0,Camden,2,,5.0923908429892295,Highest,4
qes7d0db8xojrzntqes7cx2xi7koj2n7,1,Female,25 to 29,No,Living with partner/ spouse (NO children or children have left home),3,Worse,Often,Often,To some extent,Tend to agree,,,,,,Olio,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,No,No,,1.0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,,7,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,Yes,Almost every month,Almost every month,Never,1,3.0,0,0,1,1,0,1,0,0,0,Low fuel-security,2,Almost every month,Almost every month,Almost every month,Working full-time,,,,,,,,"£37,901- £58,900 p.a.",526248,2022-11-22 15:42:00,2022-11-22 15:47:00,4.999999995343387,2022-11-22 00:00:00,1,E09000030,E02000871,3,Working full-time,True,False,False,27.0,48400.0,2,2,1,2,2.0,1,2,1.5,1.0,1.0,106.55418799829552,Insecure,Insecure,1.0,0.0,0.0,Tower Hamlets,3,4.0,4.677994794967642,High-medium,3
qet65q2lrxzg6pzukwqee6ju2sqcrnq9,1,Female,45 to 49,Yes,Living on my own (NO children or children have left home),5,Worse,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,,,,,,Olio,Sometimes true,Sometimes true,Sometimes true,Yes,Only 1 or 2 months,Yes,No,Yes,No,,1.0,1,1,1.0,0.0,1.0,0.0,1.0,0.0,,6,,,,,,,,,,,,,,,,,,,,Low food security,Buying the house on a mortgage,,Don't know,No,1 or 2 months,1 or 2 months,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Almost every month,Almost every month,Some months but not every month,,,,,,,,Living off savings as long term sickm,Prefer not to say,6596320,2022-11-22 15:36:00,2022-11-22 15:44:00,7.999999994644895,2022-11-22 00:00:00,1,E09000019,E02000561,5,Not specified,False,False,True,47.0,,0,0,1,1,0.0,1,1,1.0,1.0,0.0,127.4397296829604,Insecure,Secure,0.0,0.0,0.0,Islington,7,,4.855459764601848,Highest,4
qf3eqszcx7pzfqflqf3eksbo9r01msgl,1,Female,20 to 24,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",6,Better,Some of the time,Some of the time,To some extent,Tend to agree,,,,,None of the above,,Never true,Never true,Sometimes true,Yes,Only 1 or 2 months,Yes,Yes,No,No,,0.0,0,1,1.0,0.0,1.0,1.0,0.0,0.0,,4,,,,,,,,,,,,,,,,,,,,Low food security,Living in rented accommodation arranged by the Local Authority,,Don't know,Yes,Almost every month,1 or 2 months,Never,0,,0,0,1,0,0,0,0,0,0,Marginal fuel-security,1,1 or 2 months,1 or 2 months,Some months but not every month,,,,,,,Student,,Prefer not to say,479608,2022-11-22 15:33:00,2022-11-22 16:30:00,56.99999999720603,2022-11-22 00:00:00,1,E09000032,E02000936,5,Student,False,True,False,22.0,,1,1,1,2,1.0,1,2,1.5,1.0,1.0,75.0126002708299,Insecure,Insecure,1.0,0.0,0.0,Wandsworth,2,,4.33089911958142,Low-medium,2
qgakzhb2trrw93et1oc0asqjqgakzhbh,1,Female,60 to 64,No,Living with partner/ spouse (NO children or children have left home),9,The same,Some of the time,Some of the time,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Owning the house outright,,D,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,,Never,,Working part-time,,,,,,,"Less than £14,900 p.a.",4049467,2022-11-22 20:50:00,2022-11-22 20:59:00,8.999999997904524,2022-11-22 00:00:00,1,E09000027,E02000801,9,Working part-time,False,False,True,62.0,12000.0,1,1,2,2,1.0,2,2,2.0,0.0,0.0,59.12433069454052,Secure,Secure,0.0,0.0,0.0,Richmond upon Thames,10,1.0,4.096414596464431,Lowest,1
qhv02nwtxlcle0rvbqhv02nwmhodnt8a,1,Prefer not to say,50 to 54,No,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",9,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,1 or 2 months,,Almost every month,,,,,Not working- looking after house/ children,,,,Prefer not to say,2372931,2022-11-22 16:49:00,2022-11-22 16:57:00,8.000000005122274,2022-11-22 00:00:00,0,E09000009,E02000259,6,Not working- looking after house/ children,False,False,True,52.0,,0,0,1,2,0.0,1,2,1.5,0.0,0.0,81.46078799553669,Secure,Secure,0.0,0.0,0.0,Ealing,8,,4.412322883327404,Low-medium,2
qinrvl0lcvauj1bxztoqinrvrl2seuha,1,Male,60 to 64,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",7,The same,Hardly ever or never,Hardly ever or never,To a large extent,Definitely disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Owning the house outright,,Don't know,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,,Never,,Working part-time,,Retired,,,,,"More than £58,900 p.a.",6118739,2022-11-27 23:42:00,2022-11-27 23:47:00,4.999999995343387,2022-11-27 00:00:00,0,E09000015,E02000451,9,Working part-time,False,False,True,62.0,68900.0,0,0,2,0,0.0,2,0,1.0,0.0,0.0,61.22939835759527,Secure,Secure,0.0,0.0,0.0,Harrow,10,5.0,4.130827530489963,Lowest,1
qkrcw8b6oxtbhjclc2j97qkrcw8b6r32,1,Female,55 to 59,Yes,"Living with other adult family members (i.e. aged 18 or older, such as adult children, parents and/ or elderly relatives)",3,Worse,Some of the time,Some of the time,Not at all,Tend to disagree,,,Close family or friends,Community or faith group,,,Often true,Sometimes true,Often true,Yes,Almost every month,Yes,Yes,Yes,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,9,,,,,,,,,,,,,,,,,,,,Very low food security,Renting from private landlord,,Don't know,No,Almost every month,Almost every month,Almost every month,1,40.0,0,1,1,1,1,1,1,0,1,Very low fuel-security,5,Almost every month,Almost every month,Almost every month,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",5163935,2022-12-03 15:56:00,2022-12-03 16:00:00,3.999999992083758,2022-12-03 00:00:00,1,E09000009,E02000259,6,Not working- long term sick or disabled,True,False,False,57.0,12000.0,1,1,0,1,1.0,0,1,0.5,1.0,1.0,81.46078799553669,Insecure,Insecure,1.0,1.0,1.0,Ealing,9,1.0,4.412322883327404,Low-medium,2
qll1xxhfl1itha9aqll1xnkp6sakro5t,1,Female,45 to 49,Yes,Living on my own (NO children or children have left home),1,Worse,Often,Often,Not at all,Definitely disagree,,,,,None of the above,,Often true,Often true,Often true,Yes,Almost every month,Yes,Yes,Yes,Yes,,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,,9,,,,,,,,,,,,,,,,,,,,Very low food security,Living in rented accommodation from Housing Association,,Don't know,Yes,Almost every month,Almost every month,Almost every month,1,365.0,1,1,1,1,1,1,1,1,1,Very low fuel-security,6,Almost every month,Almost every month,Almost every month,,,,,,Not working- long term sick or disabled,,,"Less than £14,900 p.a.",1234107,2022-11-22 17:10:00,2022-11-22 17:20:00,9.999999990686774,2022-11-22 00:00:00,1,E09000022,E02000622,3,Not working- long term sick or disabled,False,True,False,47.0,12000.0,2,2,0,0,2.0,0,0,0.0,1.0,1.0,107.01926113040732,Insecure,Insecure,1.0,1.0,1.0,Lambeth,7,1.0,4.682309555022923,High-medium,3
qn79phmvh0svnuxjbqn7hur4sthtaxa6,1,Male,30 to 34,Yes,"Living with other adults that are non-family members, such as friends/ flatmates",4,Worse,Often,Often,To some extent,Definitely disagree,,,,,None of the above,,Sometimes true,Sometimes true,Often true,Yes,Almost every month,Yes,Yes,No,No,,1.0,1,1,1.0,1.0,1.0,1.0,0.0,0.0,,7,,,,,,,,,,,,,,,,,,,,Low food security,Renting from private landlord,,Don't know,No,Almost every month,Almost every month,Never,0,,0,0,1,1,0,0,0,0,0,Low fuel-security,2,Some months but not every month,Some months but not every month,Some months but not every month,Working full-time,,,,,,,,Prefer not to say,5129754,2022-12-03 13:00:00,2022-12-03 13:04:00,4.000000002561137,2022-12-03 00:00:00,1,E09000009,E02006791,4,Working full-time,True,False,False,32.0,,2,2,1,0,2.0,1,0,0.5,1.0,1.0,81.46078799553669,Insecure,Insecure,1.0,0.0,0.0,Ealing,4,,4.412322883327404,Low-medium,2
qnli1688w6tt1ck9efeyqnli16sfj0w6,1,Prefer not to say,50 to 54,No,Living with partner/ spouse (NO children or children have left home),10,The same,Hardly ever or never,Hardly ever or never,To some extent,Tend to disagree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,E,No,Never,Never,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",5948484,2022-11-22 15:54:00,2022-11-22 15:57:00,2.999999999301508,2022-11-22 00:00:00,0,E09000027,E02000784,10,Working full-time,True,False,False,52.0,68900.0,0,0,1,1,0.0,1,1,1.0,0.0,0.0,59.12433069454052,Secure,Secure,0.0,0.0,0.0,Richmond upon Thames,8,5.0,4.096414596464431,Lowest,1
qp33htz9m9t8a5vqp33hibdxnecwwv22,1,Female,30 to 34,No,"Living with other adults that are non-family members, such as friends/ flatmates",8,Worse,Some of the time,Some of the time,To a large extent,Tend to agree,,,,,None of the above,,Never true,Never true,Never true,,,,,,,,0.0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,High food security,Renting from private landlord,,Don't know,No,Never,1 or 2 months,Never,0,,0,0,0,0,0,0,0,0,0,High fuel-security,0,Never,Never,Never,Working full-time,,,,,,,,"More than £58,900 p.a.",2526745,2022-11-27 17:31:00,2022-11-27 17:35:00,4.000000002561137,2022-11-27 00:00:00,1,E09000005,E02000124,5,Working full-time,True,False,False,32.0,68900.0,1,1,2,2,1.0,2,2,2.0,0.0,0.0,89.33622132404018,Secure,Secure,0.0,0.0,0.0,Brent,4,5.0,4.503538502077379,Low-medium,2
