user_id,security_type,gender,age_group,age_order,health_condition,household_type,employment_status_group,income_band,income_order,housing_tenure_group,epc_rating,prepayment_meter,private_renter,social_renter,owner_occupier,life_satisfaction,social_isolation_score,social_support_score,lad_code,borough_name,imd_decile,crime_rate_per_1000,log_crime_rate,crime_quartile,crime_quartile_order,security_label,security_score,security_status,insecure_flag,severe_flag
1058595,Food,Male,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,C,No,False,False,True,6,0.0,2.0,E09000019,Islington,7,127.4397296829604,4.855459764601848,Highest,4,High food security,0,Secure,0.0,0.0
794112,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,B,No,False,False,True,10,0.0,1.0,E09000003,Barnet,9,71.52628693518058,4.283949074561243,Lowest,1,High food security,0,Secure,0.0,0.0
6304067,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,Prefer not to say,,Buying the house on a mortgage,Don't know,No,False,False,True,10,0.0,2.0,E09000023,Lewisham,7,93.94595064593692,4.553307789123356,High-medium,3,High food security,0,Secure,0.0,0.0
1626091,Food,Female,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Not working- looking after house/ children,"£37,901- £58,900 p.a.",4.0,Owning the house outright,Don't know,No,False,False,True,9,0.0,2.5,E09000023,Lewisham,5,93.94595064593692,4.553307789123356,High-medium,3,High food security,0,Secure,0.0,0.0
1202252,Food,Female,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,No,False,False,True,5,1.5,0.5,E09000014,Haringey,9,110.31084588034892,4.712326700796616,High-medium,3,High food security,0,Secure,0.0,0.0
6414606,Food,Male,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,D,Don't know,False,False,True,6,1.0,1.0,E09000004,Bexley,9,64.46313682120169,4.181487187588867,Lowest,1,High food security,0,Secure,0.0,0.0
179664,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,7,0.0,2.0,E09000009,Ealing,8,81.46078799553669,4.412322883327404,Low-medium,2,High food security,0,Secure,0.0,0.0
4344944,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Not working- looking after house/ children,"£24,301- £37,900 p.a.",3.0,Owning the house outright,C,Yes,False,False,True,8,1.0,1.0,E09000023,Lewisham,4,93.94595064593692,4.553307789123356,High-medium,3,High food security,0,Secure,0.0,0.0
5992394,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,Prefer not to say,,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,2.5,E09000026,Redbridge,8,78.28836492624754,4.373091395634522,Low-medium,2,High food security,0,Secure,0.0,0.0
5332930,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Owning the house outright,E,No,False,False,True,7,0.0,2.0,E09000011,Greenwich,5,96.79696038426884,4.582893496642329,High-medium,3,High food security,0,Secure,0.0,0.0
2599620,Food,Female,50 to 54,8,Yes,Living on my own WITH children under 18,Not working- looking after house/ children,"Less than £14,900 p.a.",1.0,Renting from private landlord,Don't know,No,True,False,False,5,1.0,2.0,E09000007,Camden,4,161.7785752076001,5.0923908429892295,Highest,4,High food security,0,Secure,0.0,0.0
1522267,Food,Prefer not to say,50 to 54,8,Prefer not to say,Living with partner/ spouse/ older relative WITH children under 18,Not specified,Prefer not to say,,,Don't know,Don't know,False,False,False,8,0.5,1.0,E09000024,Merton,7,64.73566039577726,4.185641554432283,Lowest,1,High food security,0,Secure,0.0,0.0
2294340,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,9,0.5,1.5,E09000031,Waltham Forest,4,82.92437534381423,4.429916099809674,Low-medium,2,High food security,0,Secure,0.0,0.0
6665524,Food,Female,50 to 54,8,Yes,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,D,No,False,False,True,6,1.5,1.0,E09000003,Barnet,10,71.52628693518058,4.283949074561243,Lowest,1,High food security,0,Secure,0.0,0.0
5061454,Food,Female,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,2.0,E09000024,Merton,6,64.73566039577726,4.185641554432283,Lowest,1,High food security,0,Secure,0.0,0.0
6564495,Food,Male,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,D,No,False,False,True,8,0.0,2.0,E09000031,Waltham Forest,4,82.92437534381423,4.429916099809674,Low-medium,2,High food security,0,Secure,0.0,0.0
1108792,Food,Female,45 to 49,7,No,Living on my own WITH children under 18,Working part-time,"£24,301- £37,900 p.a.",3.0,Buying the house on a mortgage,C,No,False,False,True,10,1.0,2.5,E09000019,Islington,4,127.4397296829604,4.855459764601848,Highest,4,High food security,0,Secure,0.0,0.0
2076252,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Not working- looking after house/ children,Prefer not to say,,Buying the house on a mortgage,C,No,False,False,True,10,0.0,1.5,E09000010,Enfield,3,92.561372646033,4.538617612899859,High-medium,3,High food security,0,Secure,0.0,0.0
1674038,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,Prefer not to say,,Buying the house on a mortgage,Don't know,No,False,False,True,9,1.5,1.0,E09000014,Haringey,7,110.31084588034892,4.712326700796616,High-medium,3,High food security,0,Secure,0.0,0.0
2948039,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,Don't know,False,False,True,7,0.5,2.0,E09000022,Lambeth,3,107.01926113040732,4.682309555022923,High-medium,3,High food security,0,Secure,0.0,0.0
2395815,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"£24,301- £37,900 p.a.",3.0,Renting from private landlord,D,No,True,False,False,5,0.5,2.5,E09000018,Hounslow,4,85.64933258699376,4.461869313731418,Low-medium,2,High food security,0,Secure,0.0,0.0
1928842,Food,Female,50 to 54,8,Yes,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"£24,301- £37,900 p.a.",3.0,Buying the house on a mortgage,D,No,False,False,True,7,0.5,1.0,E09000031,Waltham Forest,6,82.92437534381423,4.429916099809674,Low-medium,2,High food security,0,Secure,0.0,0.0
5901327,Food,Male,35 to 39,5,No,Living on my own WITH children under 18,Not working- looking after house/ children,"Less than £14,900 p.a.",1.0,Living in rented accommodation arranged by the Local Authority,E,Yes,False,True,False,9,0.0,0.0,E09000028,Southwark,2,112.89535525791996,4.735280090498906,Highest,4,High food security,0,Secure,0.0,0.0
5783493,Food,Female,50 to 54,8,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,1.5,E09000010,Enfield,6,92.561372646033,4.538617612899859,High-medium,3,High food security,0,Secure,0.0,0.0
1382801,Food,Male,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,7,1.0,0.5,E09000028,Southwark,3,112.89535525791996,4.735280090498906,Highest,4,High food security,0,Secure,0.0,0.0
3825364,Food,Female,50 to 54,8,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,No,False,False,True,7,0.5,2.0,E09000027,Richmond upon Thames,10,59.12433069454052,4.096414596464431,Lowest,1,High food security,0,Secure,0.0,0.0
3704764,Food,Female,55 to 59,9,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"£24,301- £37,900 p.a.",3.0,Owning the house outright,Don't know,No,False,False,True,8,0.0,1.5,E09000015,Harrow,4,61.22939835759527,4.130827530489963,Lowest,1,High food security,0,Secure,0.0,0.0
5828308,Food,Female,50 to 54,8,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"More than £58,900 p.a.",5.0,Owning the house outright,D,No,False,False,True,6,1.0,1.5,E09000021,Kingston upon Thames,9,73.1006257318934,4.305423976691399,Lowest,1,High food security,0,Secure,0.0,0.0
1251126,Food,Female,30 to 34,4,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,C,No,False,False,True,6,1.0,1.5,E09000032,Wandsworth,7,75.0126002708299,4.33089911958142,Low-medium,2,High food security,0,Secure,0.0,0.0
1059687,Food,Male,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,7,1.0,1.0,E09000026,Redbridge,7,78.28836492624754,4.373091395634522,Low-medium,2,High food security,0,Secure,0.0,0.0
651104,Food,Female,30 to 34,4,No,Living with partner/ spouse/ older relative WITH children under 18,Not specified,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,10,0.0,1.5,E09000030,Tower Hamlets,2,106.55418799829552,4.677994794967642,High-medium,3,High food security,0,Secure,0.0,0.0
623400,Food,Female,30 to 34,4,No,Living on my own WITH children under 18,Working part-time,"Less than £14,900 p.a.",1.0,Renting from private landlord,Don't know,Yes,True,False,False,9,0.5,2.0,E09000014,Haringey,6,110.31084588034892,4.712326700796616,High-medium,3,High food security,0,Secure,0.0,0.0
6237141,Food,Female,45 to 49,7,No,Living on my own WITH children under 18,Working part-time,"Less than £14,900 p.a.",1.0,Living in rented accommodation arranged by the Local Authority,Don't know,No,False,True,False,9,0.0,2.5,E09000007,Camden,6,161.7785752076001,5.0923908429892295,Highest,4,High food security,0,Secure,0.0,0.0
5503476,Food,Male,55 to 59,9,No,Living on my own WITH children under 18,Working part-time,"£14,901- £24,300 p.a.",2.0,Renting from private landlord,D,No,True,False,False,10,0.0,2.5,E09000009,Ealing,10,81.46078799553669,4.412322883327404,Low-medium,2,High food security,0,Secure,0.0,0.0
2792330,Food,Female,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Not working- looking after house/ children,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,7,1.0,1.0,E09000008,Croydon,5,87.80214462188941,4.486410800853894,Low-medium,2,High food security,0,Secure,0.0,0.0
3473056,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,2.0,E09000027,Richmond upon Thames,10,59.12433069454052,4.096414596464431,Lowest,1,High food security,0,Secure,0.0,0.0
4916989,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Not working- looking after house/ children,"£24,301- £37,900 p.a.",3.0,Living in rented accommodation arranged by the Local Authority,Don't know,Yes,False,True,False,6,0.5,1.5,E09000028,Southwark,2,112.89535525791996,4.735280090498906,Highest,4,High food security,0,Secure,0.0,0.0
5323899,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,9,0.0,1.0,E09000006,Bromley,10,69.34413947690096,4.253399474857929,Lowest,1,High food security,0,Secure,0.0,0.0
5313956,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,9,0.0,1.5,E09000030,Tower Hamlets,2,106.55418799829552,4.677994794967642,High-medium,3,High food security,0,Secure,0.0,0.0
404214,Food,Male,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,C,No,False,False,True,8,0.5,1.5,E09000027,Richmond upon Thames,9,59.12433069454052,4.096414596464431,Lowest,1,High food security,0,Secure,0.0,0.0
3928251,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,C,Yes,False,False,True,8,1.0,1.0,E09000032,Wandsworth,8,75.0126002708299,4.33089911958142,Low-medium,2,High food security,0,Secure,0.0,0.0
6584487,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Not working- looking after house/ children,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,C,No,False,False,True,8,0.5,2.0,E09000027,Richmond upon Thames,9,59.12433069454052,4.096414596464431,Lowest,1,High food security,0,Secure,0.0,0.0
2165665,Food,Female,50 to 54,8,No,Living on my own WITH children under 18,Working full-time,Prefer not to say,,Owning the house outright,Don't know,No,False,False,True,7,0.0,1.5,E09000032,Wandsworth,7,75.0126002708299,4.33089911958142,Low-medium,2,High food security,0,Secure,0.0,0.0
3417534,Food,Female,45 to 49,7,No,Living on my own WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,1.5,E09000032,Wandsworth,8,75.0126002708299,4.33089911958142,Low-medium,2,High food security,0,Secure,0.0,0.0
4531535,Food,Female,60 to 64,10,No,Living with partner/ spouse/ older relative WITH children under 18,Not working- looking after house/ children,Prefer not to say,,Buying the house on a mortgage,Don't know,No,False,False,True,9,0.0,2.0,E09000016,Havering,8,73.74327004817229,4.3140591754172295,Lowest,1,High food security,0,Secure,0.0,0.0
2269354,Food,Male,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,5,1.0,1.5,E09000007,Camden,6,161.7785752076001,5.0923908429892295,Highest,4,High food security,0,Secure,0.0,0.0
6614254,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,7,1.0,1.5,E09000014,Haringey,4,110.31084588034892,4.712326700796616,High-medium,3,High food security,0,Secure,0.0,0.0
5798355,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Not working- looking after house/ children,Prefer not to say,,Buying the house on a mortgage,C,Yes,False,False,True,9,0.5,1.0,E09000009,Ealing,7,81.46078799553669,4.412322883327404,Low-medium,2,High food security,0,Secure,0.0,0.0
3867286,Food,Female,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,Prefer not to say,,Buying the house on a mortgage,Don't know,Yes,False,False,True,10,0.5,1.0,E09000024,Merton,5,64.73566039577726,4.185641554432283,Lowest,1,High food security,0,Secure,0.0,0.0
1187970,Food,Female,30 to 34,4,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,9,0.5,2.0,E09000023,Lewisham,3,93.94595064593692,4.553307789123356,High-medium,3,High food security,0,Secure,0.0,0.0
6192259,Food,Female,50 to 54,8,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"£37,901- £58,900 p.a.",4.0,Owning the house outright,Don't know,No,False,False,True,9,0.0,2.5,E09000003,Barnet,6,71.52628693518058,4.283949074561243,Lowest,1,High food security,0,Secure,0.0,0.0
2254587,Food,Female,20 to 24,2,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,Don't know,No,True,False,False,8,0.5,0.5,E09000010,Enfield,4,92.561372646033,4.538617612899859,High-medium,3,High food security,0,Secure,0.0,0.0
946962,Food,Female,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,1.5,E09000022,Lambeth,5,107.01926113040732,4.682309555022923,High-medium,3,High food security,0,Secure,0.0,0.0
6240023,Food,Male,50 to 54,8,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"£37,901- £58,900 p.a.",4.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,2.0,E09000004,Bexley,10,64.46313682120169,4.181487187588867,Lowest,1,High food security,0,Secure,0.0,0.0
6665300,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"£24,301- £37,900 p.a.",3.0,Buying the house on a mortgage,Don't know,No,False,False,True,6,0.5,1.0,E09000033,Westminster,9,372.93320499747455,5.924077185200883,Highest,4,High food security,0,Secure,0.0,0.0
5980766,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,Yes,True,False,False,8,0.0,2.5,E09000003,Barnet,7,71.52628693518058,4.283949074561243,Lowest,1,High food security,0,Secure,0.0,0.0
874777,Food,Female,50 to 54,8,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,Prefer not to say,,Owning the house outright,Don't know,No,False,False,True,9,0.0,2.0,E09000026,Redbridge,7,78.28836492624754,4.373091395634522,Low-medium,2,High food security,0,Secure,0.0,0.0
2165550,Food,Female,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Not working- looking after house/ children,"£14,901- £24,300 p.a.",2.0,Living in rented accommodation from Housing Association,Don't know,No,False,True,False,6,1.0,1.0,E09000020,Kensington and Chelsea,6,144.35898136510193,4.979206416393453,Highest,4,High food security,0,Secure,0.0,0.0
2799264,Food,Female,50 to 54,8,No,Living on my own WITH children under 18,Working full-time,"£37,901- £58,900 p.a.",4.0,Buying the house on a mortgage,E,No,False,False,True,3,2.0,0.0,E09000023,Lewisham,3,93.94595064593692,4.553307789123356,High-medium,3,High food security,0,Secure,0.0,0.0
2651827,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"£37,901- £58,900 p.a.",4.0,Renting from private landlord,Don't know,No,True,False,False,9,0.0,1.5,E09000012,Hackney,2,121.66707436399216,4.809473973114799,Highest,4,High food security,0,Secure,0.0,0.0
440059,Food,Female,35 to 39,5,Yes,Living with partner/ spouse/ older relative WITH children under 18,Not working- looking after house/ children,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,Yes,False,False,True,8,0.0,1.5,E09000033,Westminster,9,372.93320499747455,5.924077185200883,Highest,4,High food security,0,Secure,0.0,0.0
456677,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,6,0.0,2.5,E09000032,Wandsworth,5,75.0126002708299,4.33089911958142,Low-medium,2,High food security,0,Secure,0.0,0.0
1032344,Food,Female,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Not working- looking after house/ children,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,9,0.0,2.0,E09000032,Wandsworth,7,75.0126002708299,4.33089911958142,Low-medium,2,High food security,0,Secure,0.0,0.0
5946997,Food,Female,40 to 44,6,No,Living on my own WITH children under 18,Working full-time,Prefer not to say,,Renting from private landlord,Don't know,No,True,False,False,8,1.5,1.0,E09000013,Hammersmith and Fulham,3,113.59740385755715,4.741425150076017,Highest,4,High food security,0,Secure,0.0,0.0
5945439,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,C,No,False,False,True,9,0.0,2.5,E09000027,Richmond upon Thames,9,59.12433069454052,4.096414596464431,Lowest,1,High food security,0,Secure,0.0,0.0
2695754,Food,Female,50 to 54,8,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,C,No,False,False,True,8,0.5,1.5,E09000009,Ealing,2,81.46078799553669,4.412322883327404,Low-medium,2,High food security,0,Secure,0.0,0.0
2716708,Food,Female,50 to 54,8,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,1.0,2.0,E09000022,Lambeth,4,107.01926113040732,4.682309555022923,High-medium,3,High food security,0,Secure,0.0,0.0
6460564,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,A,No,False,False,True,8,0.0,2.0,E09000017,Hillingdon,9,77.02625332106763,4.357045351098229,Low-medium,2,High food security,0,Secure,0.0,0.0
2181586,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Not specified,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,E,No,False,False,True,9,0.0,0.5,E09000014,Haringey,3,110.31084588034892,4.712326700796616,High-medium,3,High food security,0,Secure,0.0,0.0
179304,Food,Female,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,No,False,False,True,8,1.5,1.5,E09000014,Haringey,9,110.31084588034892,4.712326700796616,High-medium,3,High food security,0,Secure,0.0,0.0
4404888,Food,Female,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,6,1.0,1.5,E09000010,Enfield,9,92.561372646033,4.538617612899859,High-medium,3,High food security,0,Secure,0.0,0.0
2626293,Food,Female,25 to 29,3,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"£24,301- £37,900 p.a.",3.0,Living in rented accommodation from Housing Association,D,Yes,False,True,False,7,1.0,1.0,E09000031,Waltham Forest,2,82.92437534381423,4.429916099809674,Low-medium,2,High food security,0,Secure,0.0,0.0
2045602,Food,Male,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,E,No,False,False,True,7,1.0,2.5,E09000015,Harrow,9,61.22939835759527,4.130827530489963,Lowest,1,High food security,0,Secure,0.0,0.0
6617369,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"£37,901- £58,900 p.a.",4.0,Living in rented accommodation from Housing Association,C,No,False,True,False,8,0.5,0.5,E09000030,Tower Hamlets,2,106.55418799829552,4.677994794967642,High-medium,3,High food security,0,Secure,0.0,0.0
5951999,Food,Female,35 to 39,5,Prefer not to say,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,Prefer not to say,,Renting from private landlord,Don't know,No,True,False,False,4,1.5,0.5,E09000028,Southwark,3,112.89535525791996,4.735280090498906,Highest,4,High food security,0,Secure,0.0,0.0
2539500,Food,Female,55 to 59,9,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,Don't know,No,True,False,False,6,1.5,1.5,E09000029,Sutton,9,64.10579524758313,4.176013565952618,Lowest,1,High food security,0,Secure,0.0,0.0
3171521,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,9,0.0,1.5,E09000032,Wandsworth,4,75.0126002708299,4.33089911958142,Low-medium,2,High food security,0,Secure,0.0,0.0
5327890,Food,Female,45 to 49,7,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,No,False,False,True,8,1.0,1.5,E09000015,Harrow,7,61.22939835759527,4.130827530489963,Lowest,1,High food security,0,Secure,0.0,0.0
1348262,Food,Female,50 to 54,8,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,Prefer not to say,,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,1.0,E09000027,Richmond upon Thames,10,59.12433069454052,4.096414596464431,Lowest,1,High food security,0,Secure,0.0,0.0
32450,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,7,1.0,1.5,E09000025,Newham,3,102.94920578921284,4.643902373959421,High-medium,3,High food security,0,Secure,0.0,0.0
718830,Food,Female,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,8,0.0,2.0,E09000028,Southwark,3,112.89535525791996,4.735280090498906,Highest,4,High food security,0,Secure,0.0,0.0
2613806,Food,Male,30 to 34,4,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Renting from private landlord,D,No,True,False,False,6,1.0,2.0,E09000009,Ealing,4,81.46078799553669,4.412322883327404,Low-medium,2,High food security,0,Secure,0.0,0.0
320683,Food,Female,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,Prefer not to say,,Buying the house on a mortgage,D,No,False,False,True,3,0.5,2.0,E09000028,Southwark,3,112.89535525791996,4.735280090498906,Highest,4,High food security,0,Secure,0.0,0.0
2058421,Food,Male,50 to 54,8,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,No,False,False,True,6,0.0,1.5,E09000028,Southwark,2,112.89535525791996,4.735280090498906,Highest,4,High food security,0,Secure,0.0,0.0
1737173,Food,Female,55 to 59,9,No,Living on my own WITH children under 18,Working part-time,Prefer not to say,,Owning the house outright,Don't know,No,False,False,True,7,0.0,1.0,E09000024,Merton,6,64.73566039577726,4.185641554432283,Lowest,1,High food security,0,Secure,0.0,0.0
3830152,Food,Female,30 to 34,4,No,Living with partner/ spouse/ older relative WITH children under 18,Not working- looking after house/ children,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,Yes,False,False,True,9,1.0,1.5,E09000009,Ealing,7,81.46078799553669,4.412322883327404,Low-medium,2,High food security,0,Secure,0.0,0.0
101733,Food,Male,35 to 39,5,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,9,0.0,2.0,E09000024,Merton,10,64.73566039577726,4.185641554432283,Lowest,1,High food security,0,Secure,0.0,0.0
2117297,Food,Female,40 to 44,6,No,Living with partner/ spouse/ older relative WITH children under 18,Working part-time,"More than £58,900 p.a.",5.0,Owning the house outright,Don't know,No,False,False,True,7,0.5,1.5,E09000032,Wandsworth,9,75.0126002708299,4.33089911958142,Low-medium,2,High food security,0,Secure,0.0,0.0
2655902,Food,Male,30 to 34,4,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,Prefer not to say,,Buying the house on a mortgage,D,Yes,False,False,True,8,0.0,2.0,E09000023,Lewisham,7,93.94595064593692,4.553307789123356,High-medium,3,High food security,0,Secure,0.0,0.0
175401,Food,Female,30 to 34,4,No,Living with partner/ spouse/ older relative WITH children under 18,Working full-time,"More than £58,900 p.a.",5.0,Buying the house on a mortgage,Don't know,No,False,False,True,9,0.0,2.0,E09000028,Southwark,5,112.89535525791996,4.735280090498906,Highest,4,High food security,0,Secure,0.0,0.0
